event_number	date	day	month	year	location	latitude	longitude	country	industry	facility	site	unit	mode	ines	ines_guess	region	description	type	status	capacity	connection_year	comments	core_relevant	origin_description	origin	cause_description	cause	lower_limit	upper_limit
908	1997-01-17	908	908	908	Ulchin-gun, South Korea			South Korea	Energy	Plant	HANUL	2	2	1.0		A	While performing an emergency trip logic test after high neutron flux low setpoint trip test at around 11:37 during normal operation, as not recognizing the situation that the reactor trip breaker was opened by the malfunction of Block Relay, the reactor trip bypass breaker was opened at 13:01 and it caused the reactor to trip. Usually, trip signal should be blocked when removing inhibition signal after a low setpoint trip test. However, as the trip signal was not blocked due to bad contact, the reactor trip breaker was opened as the inhibition signal was removed. Although the reactor trip breaker was opened at around 11:37, the operator neglected it for about 1 hour and 20 minutes, and overlooked the failed status of trip breaker status light. Also, he did not check the position of the trip breaker. In addition to it, it was confirmed that the management of related regular/periodical test was inappropriate and the inspection on relays were insufficient. To prevent recurrence, the licensee strengthened the inspection procedure on the block relay and complemented the test procedure. Also, he prepared a reactor trip breaker operation procedure and improved the operation procedures for principle components.	PWR	Operational	1012	1989		?		1		H	0.0	0.0
909	1990-09-18	909	909	909	Visaginas, Lithuania	55.5995933	26.4371224	Lithuania	Energy	Plant	IGNALINA	1	2	2.0		EE	Effort was in progress to repair the faulty pressure gauge of the main safety valve (MSV)  of the primary circuit. In the course of this activity 2 MSVs out of 12 opened, and the steam was received by the accident isolation system as designed. Partial steam release to environment occurred through the clean air venting facility of the isolation system decay chamber without exceeding permissible limits. Once personnel activated the lines of forced closure, the above two valves closed. Repair of the faulty pressure gauge was performed -  without the established work program, combined with the failure to take technical measures aimed at preventing unauthorized opening of MSVs.	LWGR	Permanent Shutdown	1300	1983	INES 2 probably due to degradation of defence-in-depth and deficiencies in operational procedures (during maintenance)	1		1		H	0.0	0.0
910	1990-10-04	910	910	910	Visaginas, Lithuania	55.5995933	26.4371224	Lithuania	Energy	Plant	IGNALINA	1	2	2.0		EE	"While connecting diesel generator (DG)-5 to essential bus during routine test the bus section was deenergized. This caused the stop of turbo-generator (TG)-2 lub-oil system pump fed by this bus. Due to defect in the standby feature activation system the standby oil pump failed to start. A signal of oil tank level and oil pump discharge pressure decrease was formed and TG-2 was tripped by protection system. Reactor power was reduced to 50% by TG trip protection. The cause of bus failure was wrong connection of DG-5 power cable to the bus after maintenance.
BASIS FOR RATING: Initiator - essential bus deenergization. Event expected, real. Safety function availability within safe operation limits and conditions, which corresponds to level 1/2 (B-1R). The event showed personnel errors, that demonstrate poor ""safety culture"", therefore the maximum level has been chosen."	LWGR	Permanent Shutdown	1300	1983	INES 2 probably due to degradation of defence-in-depth and deficiencies in operational procedures (during maintenance). Interesting sequence.	1		1		H (during maintenance)	0.0	10.0
912	1976-08-15	912	912	912	Karachi, Pakistan	25.147872	67.1821931713384	Pakistan	Energy	Plant	KANUPP	1	1		2	A	Plant was warming up when surge tank (pressurizer) heater vessel level dropped below the heaters while surge tank was pressurized. Heaters kept operating and surge tank heater vessel outlet pipe fractured due to high temperature at normal operating pressure resulting in a small LOCA. No fuel damage.	PHWR	Operational	100	1971		1		1		T	0.0	1.0
913	1991-02-26	913	913	913	Netishyn, USSR_Ukraine			USSR_Ukraine	Energy	Plant	KHMELNITSKI	1	2	3.0		EE	On 26.02.91 at 03.47 routine operability test of safety system train 1 was in progress. Operating personnel has identified the failure to control the valve at the discharge side of the High Pressure System (HPSI) pump due to a disconnected power cable of the above valve. The deficiency was eleminated and valve operability check was performed. One day later at 11.40 inoperability of all three HPSI system trains were eliminated without reducing the unit power. Disconnection of power cables from HPSI pump valve motors was performed on 04.02.91 after unit shutdown in the course of cooldown process to avoid reactor vessel water hammer effect in cold condition at possible unauthorized start of these pumps. However, due to deficiencies in the work and surveillance program and in the design as regards valve position monitoring from the control room, the power supply was incompletely restored and this ocurrence was not discovered during the prestart testing. Breach of unit safe operation condition occurred as regards the number of operable HPSI system trains.	PWR	Operational	1000	1987	INES 3 due to degradation of defence in depth, failure over long time and lack of safety culture	1		1		H	0.0	0.0
914	1994-03-03	914	914	914	Polyarnye Zori, Russia	67.4551222	32.5226197376426	Russia	Energy	Plant	KOLA	2	1	2.0	1	EE	The unit was in maintenance. At 19:35, while performing the reactor cooldown effort, a coolant leak from a NB50 pipeline of the primary water makeup system into the sealed rooms occurred. At 21:03 the leak was stopped by isolating the affected pipeline. The leak from the pipeline was isolated under the normal design configuration. Radiation situation in the attended rooms, on-site and off-site remained unchanged. Activity releases through the vent stack above limits prescribed for normal operation did not occur.	PWR	Operational	440	1974	"This event is rated under the ""degradation of defence-in-depth"" criterion. Real initiator occurred - ""small loss of coolant accident"" (initiator frequency - medium/possible). 
Safety function availability - full.
For this initiator the basic rating according to Table II (A2) of the INES User's Manual (1992 revision) is 1.
The event revealed additional factor that required uprating - Safety Culture deficiencies:
violation of the operating procedure (exceeding of permissible difference of coolant temperature in pressurizer and in reactor core outlet);
operator switched off the emergency makeup pumps without justification; deficiency of procedure on detection of the primary leaks."	1		1		T	0.0	1.0
915	1993-02-02	915	915	915	Polyarnye Zori, Russia	67.4551222	32.5226197376426	Russia	Energy	Plant	KOLA	1,2	2	3.0		EE	As a result of a tornado the 330, 154 and 110 kV transmission lines were damaged. At 02:27 and 02:32 turbogenerator 1 and 2 were tripped by system emergency protection as a result of strong frequency oscillations in the system. At 02:32 reactor shutdown upon AZ-1 signal, actuated on core pressure difference increase above setpoint because of increased flowrate of the Reactor Coolant Pumps as a result of grid frequency rise up to. The normal Diesel Generators (DGs) 1,2 and the standby diesel (SD) started for coast down as designed. Since the auxiliary power buses were under voltage, DGs 1,2 tripped after 1.5 mins of operation according to design algorithm. Personnel transferred DGs 1,2 and SD to manual control and auxiliary power was supplied from service transformers. Main steam header pressure maintaining and residual heat removal were performed using turbine bypass check valves (venting steam to condensers) and steam dump valves (controlled bleed to station service collector). Steam generator (SG) levels were nominal. Preparations were started to bring the reactor to the minimum controlled power level. At 03:33 AZ-1 signal was formed again. DGs 1,2 and SD failed to start due to their unavailability for the start-up (they were on manual control). Significant voltage oscillatios at 6 kV auxiliary buses subsequently followed. By 04:00 the primary cause of the AZ-1 scram signal was eliminated; DGs 1,2 and SD were brought to automatic control. At 04:11 at voltage decrease AZ-1 signal was formed on Reactor Protection System (RPS) feeders deenergization. DGs 1,2 and SD started. DGs 1,2 failed to get connected to essential buses since the latter were under voltage and after 1.5 mins of operating tripped. Since the AZ-1 signal for DGs start persisted, DGs 1,2 periodic restarts followed which led to exhausting the air inventory in the DGs startup air bottles. Core cooling was maintained through natural circulation. The SD remained in service at coast down but at 04:26 was tripped by the oil pressure protection. Subsequent attempts to supply power to auxiliary buses from the DGs were unsuccessful due to absence of air in the startup bottles. At 06:15 as a result of system accident progression total loss of power occurred. DGs 1,2 and SD failed to start due to insufficient air pressure in the DG startup air bottles. The vital buses were connected via the reversible motor generators to the batteries. Core cooldown was performed via SGs in the natural circulation mode with steam dumping. At 06:45 unit power supply from the off-site source was restored. Throughout the transient core status was being monitored with the help of design-provided (normal) instrumentation.	PWR	Operational	440	1973;1974	INES 3 due to violation of unit safe operation limits and conditions, DGs and SD unavailability to perform safety function plus lack of safety culture. Very interesting precursor/ LOOP forerunner	1		3		H	1.0	10.0
916	1992-11-17	916	916	916	Polyarnye Zori, Russia	67.4551222	32.5226197376426	Russia	Energy	Plant	KOLA	1	1	2.0		EE	The unit was at 3% of thermal nominal power with turbogenerator (TG)-2 at coast down and TG-1 under maintenance. A short circuit occurred in the armature winding of the reversible motor generator (RMG-1) connected to the unit DC panel (UDCP-1). Automatic breaker which disconnects UDCP-1 from RMG-1 failed to open. The resulting current oscillations have led to the opening of the automatic breaker which supplies power to Reactor Protection System (RPS) emergency protections panels from UDCP-1. The automatic breaker of the same panels fed from the common unit DC panel opened on unexplained cause. Because of loss of voltage on the RPS panel AZ-1 protection actuated and the reactor was scrammed. The signal for diesel generators (DG) start was generated. The prestart oil circulation pumps (POCP) of these diesels fed from UDCP-1 started. Because of the total short circuit current in RMG-1 generator and the load current including the POCP starting currents, the automatic breaker connecting UDCP-1 to the battery opened. The automatic breaker feeding UDCP from RMG-1 was opened manually. As a result of UDCP deenergization operating DC supply to control circuits of some mechanisms without standby sypply from other DC panels was lost. This resulted in the failure to start two service DGs and one standby DG, loss of remote control function of safety injection pumps, emergency feedwater pumps, SG safety valve and normal operation systems mechanisms. 20 mins later the power to UDCP-1 was supplied through the mutual redundancy grid from the common unit DC panel. Reactor parameters remained under control and within safe operation limits. No on-site or off-site impacts.	PWR	Operational	440	1973	INES 2 due to degradation of defence in depth. Interesting event sequence - precursor study candidate	0		2		T	0.0	1.0
917	1991-05-16	917	917	917	Polyarnye Zori, USSR_Russia			USSR_Russia	Energy	Plant	KOLA	3	2	2.0		EE	"During the routine test of the 3QW (?) diesel generator (DG), the failure of its control system occurred. The DG was taken out of service for maintenance. 5 hours 41 minutes after the event the affected DG was tested under load and placed in expectation mode. While taking the affected DG out of service for repair personnel failed to test the two remaining safety system (SS) trains, which constitutes a breach of technological procedure requirements.
BASIS FOR RATING: Initial event -failure of one SS train. Event - expected, postulated. Safety function availability - sufficient, which correponds to level 1/2 (C-1P). The event reveals safety culture deficiencies (item 4.2 b), therefore level 2 has been chosen."	PWR	Operational	440	1981	INES 2 due to lack of safety culture	1		1		H	0.0	1.0
918	2015-09-03	918	918	918	Gijang-Gun, South Korea	35.25674265	129.267783972499	South Korea	Energy	Plant	KORI	4	2	1.0		A	During normal operation, the reactor was tripped by reactor protection signal (RCS flow low).    Upon investigation, it was identified that 1) ground fault occurred at the surge protector of RCP (reactor coolant pump) ‘B’, 2) main breaker and back-up breaker were tripped by actuation of the ground relay, 3) the RCP was tripped, 4) the RCS flow low signal was generated, 5) the reactor was tripped.	PWR	Operational	1044	1985		?		1		T	19.0	25.0
919	2013-04-14	919	919	919	Gijang-Gun, South Korea	35.25674265	129.267783972499	South Korea	Energy	Plant	KORI	4	1	1.0		A	"During reactor coolant system (RCS) depressurization and cooldown after reactor manual shutdown, safety injection (SI) occurred by main steam line low pressure signal at S/G ‘C’. 
 Upon investigation, during the RCS depressurization and cooldown, main steam was over-released to condenser by main control room operator and main steam line pressure decreased quickly due to excessive cooldown of RCS. After stop of steam release to condenser, RCS cooldown and main steam line pressure decrease was still continued through S/G blowdown. But, because of insufficient monitoring of operating parameter, main steam line pressure decreased to low pressure set-point and SI occurred. 23.7 tons of coolant was injected to RCS by SI, but it was verified that the fast cooling effect was negligible in terms of the thermal stress and fatigue. In the process of SI, pressurizer relief tank (PRT) rupture disk burst and 2.3 tons of coolant was spilled over to the reactor containment sump.  

Causes and Corrective Actions 
 The event was caused by operator’s error not observing cooldown procedure. 
 The following corrective actions were implemented. 
 - Replacement of PRT rupture disc"	PWR	Operational	1044	1985		?		1		H	0.0	1.0
920	2013-04-14	920	920	920	Gijang-Gun, South Korea	35.25674265	129.267783972499	South Korea	Energy	Plant	KORI	4	1	1.0		A	"During power ascension after recriticality, licensee shutdown reactor manually for inspection on foreign material alarm of loose part monitoring system in feedwater-side of S/G ‘A’. 
 Upon investigation, a circle object (diameter: 40mm, height: 21mm, weight: 152.4g) was found in annular space of S/G hot leg. It was verified that the object was magnetic fixing material which was used to fix lighting during the replacement of S/G moisture separator in 2011 overhaul and it was not removed after the work. 

Causes and Corrective Actions 
 The following corrective actions were implemented. 
 - Inspection on S/G ‘A’ tube with eddy current examination  
 - Foreign material inclusion inspection in all S/Gs (A, B, C)  
 - Designation of chief manager at important area and management reinforcement of take-in and out item lists for foreign material inclusion prevention"	PWR	Operational	1044	1985		?		2		H	30.0	50.0
921	2011-04-19	921	921	921	Gijang-Gun, South Korea	35.25674265	129.267783972499	South Korea	Energy	Plant	KORI	3	0	1.0		A	The bus protection relay was actuated by human error while survey on 13.8kV bus in the turbine building during overhaul in Kori Unit-3. At the time of survey, one of two off-site power bus was energized for surveillance of switch yard PCB.  Low voltage signal on the safety buses in Kori Unit-3 and 4 due to the loss of off-site power on the 4.16kV safety bus caused by ground fault which occurred due to the confusion of maintenance personnel for the equipment.  As a result, the emergency diesel generators started up and supplied power on the safety buses except EDG A in Kori Unit 4 that started manually 6 min. later due to the failure of control power. During the transient of power grid, Kori Unit-3, Unit-4 under overhaul and power operation had some effects such as pump stop and start, Two Units were maintained stable condition and normal power operation.	PWR	Operational	1044	1985	"Causes and Corrective Actions  
licensee had performed a detailed causes analysis, test and maintenance for affected parts, and surveillance test for the delayed power supply on the EDG-A in Kori Unit-4.    
The following corrective actions were implemented. 
 - Enforcement work control for preventing of human errors 
 - Restriction work of low voltage on the safety bus during overhaul period 
 - Reinforcement on management and education of subcontractor 
  - Establishment a long-term plan for advanced off-site power supply system 

Safety Assessment 

While the system transient state was caused by mistake of maintenance personnel, the emergency diesel generator started up due to the loss of voltage properly. There was no problem with the nuclear safety. There was no adverse effect on the plant safety or radioactive material release to the environment as a result of this event"	?		2		H	0.0	0.0
922	2011-06-21	922	922	922	Gijang-Gun, South Korea	35.25674265	129.267783972499	South Korea	Energy	Plant	KORI	2	2	1.0		A	"Experienced a reactor trip due to the Reactor Coolant Pump trip.  Upon the investigation, it was identified that the RCPs tripped due to the actuation of the differential protective relay caused by the ground fault on the 345kV power grid between Shin-Ulsan and Kori Unit-2 swichyard. According to the results of survey on the faulted power grid, An foreign material(vinyl for vinyl house) was found which initiated power transients on the grid.   
Also investigation team evaluated some setpoint errors caused by miscalculation of actuation setpoint for reverse power relay of the generator circuit breaker which designed to open breaker during power transfer from on-site power to off-site power. 

Causes and Corrective Actions  
licensee had performed a detailed causes analysis, test and maintenance for affected parts 
The following corrective actions were implemented. 
 - Evaluated setpoint of the reverse power relay for generator protection 
 - Performed functional test for reverse power relay 
 - Reinforcement on design change and setpoint control 
 - Enforcement of operational experience system 

Safety Assessment 

There was no problem with the nuclear safety. There was no adverse effect on the plant safety or radioactive material release to the environment as a result of this event"	PWR	Operational	681	1983		?		3		T	8.0	12.0
923	2000-11-17	923	923	923	Gijang-Gun, South Korea	35.25674265	129.267783972499	South Korea	Energy	Plant	KORI	1	1	1.0		A	the plant was increasing power after periodic refueling outage. The reactor reached critical at 00:15 on November 17. At the reactor power of 2%, the operator was trying to test turbine driven auxiliary feedwater pump. The operator should have manually operated the flow control valve that supplies steam to the pump for the test but he pushed on steam generator level low-low signal button instead to open the flow control valve without blocking the reactor trip. Temporary investigation showed the operator didn't realize the reactor already reached critical. The reactor tripped at 20:43 on the same day. The plant is returning to normal operation and there was no impact on reactor safety.	PWR	Permanent Shutdown	607	1977		?		1		H	0.0	0.0
924		924	924	924	Gijang-Gun, South Korea	35.25674265	129.267783972499	South Korea	Energy	Plant	KORI	2	0		1	A	There was a loss of reactor heat removal (RHR) while at midloop during refuelling. Due to an instrument error, there was a false low-low level signal generated from the reactor water storage tank (RWST), and, as a consequence, the signal transferred the suction supply to the containment sump (which, of course, was dry at this time). The operating RHR pump failed due to loss of suction supply. The primary system increased in temperature by 95 C, there was steaming from the primary system; a number of actionswere  taken by the operating staff; RHR was off for about one hour.	PWR	Operational	681	1983	minor safety significance - human (procedural), technical	1		1		H;T	0.0	1.0
925		925	925	925	Gijang-Gun, South Korea	35.25674265	129.267783972499	South Korea	Energy	Plant	KORI	3	0		1	A	Loss of suction to the pumps of the heat removal system (RHR) during the reactor cooling system (RCS) draining operation. The RHR was off for about 40 minutes, until level was restored by draining from the storage tank (RWST). Primary temperatures rose to almost the boiling point.	PWR	Operational	1044	1985	minor safety significance - human (procedural), technical	1		1		H;T	0.0	10.0
927	1998-05-19	927	927	927	Vratza, Bulgaria			Bulgaria	Energy	Plant	KOZLODUY	1	0	2.0		EE	"During refuelling outage, the fuel loading of the reactor was completed and the concentration of H3BO3 in the primary circuit was 12g/l. During the decontamination of secondary side of steam generator 3 by chemical solution a rupture of the blow-down pipe occurred and part of the solution was spilled in the steam generator compartment. The solution then reached the emergency boron tank and polluted it with chemical products. On 20-21 May the tank was drained, cleaned and filled again with concentration of H3BO3 equal to 12 g/l. During the drainage and cleaning of the tank three additional lines were assured for delivery of boron solution to the primary circuit and to the spent fuel pool, if necessary. Also measures were taken to prevent possible penetration of clean water to the reactor and spent fuel pool. Nevertheless the operation was outside operational limits and conditions because the emergency boron tank was not available.
During the week 22 (25-29 May 1998) the event was investigated by the Bulgarian Nuclear Safety Authority (BNSA). The cases for the SG blow-down pipe rupture are still not clearly identified. Additional control of all similar pipes of all SG's of WWER-440 units at Kozloduy NPP was required by the BNSA.
The event was preliminarily rated at level 1 according to the Section III-3.2 of the INES user's manual. After the event investigation the INES level was increased by BNSA to level 2 due to deficiencies of safety culture violation of procedures without justification (Section III-5.3)."	PWR	Permanent Shutdown	440	1974	INES 2 because operations were outside operational limits	1		1		H	1.0	10.0
928	2002-07-12	928	928	928	Alto Lucero, Mexico	20.950833	-97.443333	Mexico	Energy	Plant	LAGUNA VERDE	1	1	2.0			While the reactor was increasing power following inspection and repairing of small leaks in the main steam tunnel, there was an automatic shutdown caused by a failure of the main control personnel to control reactor pressure. During recovery actions, it was found that the Reactor Core Isolation Cooling  (RCIC) system was inoperative. Investigation of the incident revealed that the RCIC system had been inoperative for at least a year, because of deficiencies in the surveillance procedures and failure of main control room personnel to detect this condition when this system was required while executing routine activities in July 2001.	BWR	Operational	805	1989		1		2		H	0.0	10.0
929	1998-11-21	929	929	929	Alto Lucero, Mexico	20.950833	-97.443333	Mexico	Energy	Plant	LAGUNA VERDE	1	0	2.0	1		While performing refuelling, at the time of unloading the core and lifting a spent fuel assembly, a failure occurred affecting the refuelling machine which caused the spent fuel assembly to slump to the reactor core. The fuel assembly was taken to a safe condition. Reactor vessel water and refuelling floor atmosphere were monitored without finding any abnormal changes.	BWR	Operational	805	1989	Basis for rating this event: Event initiator - drop of a fuel assembly; frequency - Low/unlikely; Safety function availability – full.	0		spent fuel pool		T	0.0	0.0
930	1993-02-25	930	930	930	Loviisa, Finland	60.4562304	26.2267726	Finland	Energy	Plant	LOVIISA	2	2	2.0	1	NE	Feedwater pipe rupture during starting up of a feedwater pump. After the pipe rupture, the leakage was rapidly isolated and the operating feedwater pumps stopped. The water levels of the steam generators were controlled by the auxiliary feedwater pumps which started automatically.The pipe rupture occurred at the turbine hall; a few cubic meters of non-radioactive water flowed on the floor of the turbine hall. The reactor was manually tripped before initiation by the automatic protection system. Thereafter, the unit was immediately brought to a stable shutdown condition, and preparations to bring the reactor to a cold shut down condition were started by borating the primary circuit.	PWR	Operational	526	1980	INES 1 usually assigned to this kind of event - here 2 because of smilar event before	0		2		T	5.0	10.0
931	1990-05-28	931	931	931	Loviisa, Finland	60.4562304	26.2267726	Finland	Energy	Plant	LOVIISA	1		1.0		NE	One pipe of the feedwater system of Loviisa 1 broke. The ruptured tube was situated in the turbine hall of the unit. Water and steam flew into the turbine hall. The operation of the Unit was stopped by a manual reactor scram immediately after trip of all feedwater pumps. Both auxiliary feedwater pumps started as planned and the transient in the steam generator level was small. The leak was isolated in about twenty minutes. The local damages to nearby cables and smaller pipelines were significant but no important functions were lost besides the main feedwater system. The leaked water and steam did not include radioactive nuclides. The incident did not endanger the radiation safety at the plant or the environment, and no persons were injured. Investigations have indicated that the wall thickness of the ruptured pipe has been decreased due to erosion corrosion. Also in other four feedwater pipelines at the unit no. 1 as well as in four corresponding lines at the unit no. 2, the erosion corrosion had caused some decrease in the wall thickness.	PWR	Operational	531	1977		0	main feedwater system (turbine building)	2	erosion corrosion	T	25.0	40.0
932	2004-12-26	932	932	932	Madras, India	13.0801721	80.2838331	India	Energy	Plant	MADRAS	2	2		2?	A	An earthquake of magnitude 9.1 occurred off the western coast of Sumatra in the Indian Ocean and generated a transoceanic tsunami which devastated the coastline, with a maximum runup of 50.9 m on the northwest coast of Sumatra. When the tsunami struck the plant in India, the condenser cooling pumps were affected due to flooding of the pump house and subsequent submerging of the seawater pumps. Following this, the reactor tripped automatically and the reactor was brought to cold shutdown using the emergency operating procedure. The pump house operating floor is located about 2.5 m above mean sea level, about 2m below the level of the main plant buildings, and is connected by a submarine tunnel about half a kilometre long to the intake well. The increase in water level in the pump house during the tsunami rendered all the seawater pumps located in this area inoperable except for one process seawater pump. This pump was used to cool the NPP’s loads in the initial period following reactor shutdown. Later, this pump also became unserviceable due to clogging of the travelling water screen in the seawater pump house due to the ingress of large quantities of debris from the tsunami. Though off-site power remained available throughout the event, emergency diesel generators were started and were kept running as a precautionary measure. The plant declared an emergency alert at 10:25 on 26 December 2004, which was lifted at 21:43 on 27 December 2004. The tsunami did not affect Unit 2, which was under long shut down. After restoration of the affected areas, the unit was restarted on 1 January 2005. This event showed that external flooding (in particular from tsunamis) can lead to the loss of the ultimate heat sink and create further common cause failures if the flooding level is above the design basis flood. Moreover, it showed that external events can affect simultaneously several units at the same site, and can bring additional issues when the infrastructure is destroyed.	PHWR	Operational	220	1985	Forerunner to Fukushima but lessons not well learned	1		3		T	1.0	5.0
933		933	933	933	Oconee, United States	33.829579	-83.4275918	United States	Energy	Plant	OCONEE	1					Following the first phase of the hot functional testing, an inspection of the reactor coolant system revealed extensive damage to the tube ends and to the tube-sheet welds in the upper head of one of the two steam generators. Cause was found to be loose parts from failed reactor-vessel internal components (in-core instrument nozzels). Of the 52 nozzles, 21 had broken off and 14 had cracks in the region of the weld. In addition, 4 in-core instrument-guide-tube extensions were broken and 4 were cracked. The remaining 44 extensions were intact. Examination revealed that, in addition to the damaged tube ends and tube-sheet welds, the inside surface of the steam generator head had nicks and scratches.	PWR	Operational	891	1973	precursor to a potentially serious accident - maybe of interest for generic investigations. However, detected prior to commissioning!	0	steam generator	1	hydraulically induced forces	T	10.0	100.0
934	1991-04-12	934	934	934	Olkiluoto, Finland	61.23409915	21.49063134051	Finland	Energy	Plant	OLKILUOTO	2	2	2.0		NE	A fire ignited in switchgear building resulted in a loss of off-site power and reactor scram. All four diesel generators started as planned and all safety features functioned normally. The unit was 8.5 hours without off-site power. The event did not cause any radiation doses or radioactive releases.	BWR	Operational	910	1980	INES 2 due to long-term loss of off-site power caused by internal fire	1		2		Fire	1.0	10.0
935	1996-11-01	935	935	935	Oskarshamn, Sweden	57.2632811	16.4443478	Sweden	Energy	Plant	OSKARSHAMN	2	2	2.0		NE	During periodic testing it was recognised that the core spray pumps were disconnected; the failure was remedied in ten minutes. Two weeks earlier, prior to start up after refuelling, all systems were checked and found o.k.. However, later an additional test was performed when the disconnectors to the pumps were opened and remained so.	BWR	Permanent Shutdown	661	1974	INES 2 due to degradation of defense in depth	1		1		H	0.0	0.0
936	1987-11-20	936	936	936	Oskarshamn, Sweden	57.2632811	16.4443478	Sweden	Energy	Plant	OSKARSHAMN	3	?0	2.0		NE	Criticality shut down margin experiment started without hydraulic scram system being operable	BWR	Operational	1450	1985	INES 2 probably due to degradation of defence-in-depth and deficiencies in testing procedures	1		1		H/T (?)	0.0	0.0
937	1997-08-20	937	937	937	Paks, Hungary	46.6229468	18.8589364	Hungary	Energy	Plant	PAKS	3	2	2.0		EE	On 20 August at 02:30 tests of the modified turbine controller were being carried out and for this reason three out of six main coolant pumps were switched off. Reloading of the reactor and the turbines occurred as expected. At 02:33 unexpected level increase in one of the six steam generators (SG) was observed. The level increase continued though the level interlock actuated properly and operator action was carried out. At 02:37 unit protection on high SG level actuated that caused the trip of both operating turbines. During the reactor protection actuation sticking of one of the 37 control rods was identified in a position about 25-50 cm from the upper end position. The parameters of the reactor were stabilized. The cause of the SG level increase has not yet been identified; for defining the causes of the control rod sticking elaboration of a programme was started. Cooling down of the reactor was initiated. On 7 August 1997 sticking of the same control rod was identified during starting the reactor after annual outage. That time the sticking was eliminated with repeated operation of the rod. During additional tests of the affected rod the failure did not reoccur, the reactor was restarted.	PWR	Operational	500	1986	INES 2 due to repetition of sticking of one control rod	1		1		T	0.0	10.0
939	1988-06-30	939	939	939	Paks, Hungary	46.6229468	18.8589364	Hungary	Energy	Plant	PAKS	4		1.0		EE	Refuelling of Unit 4 was commenced on 18 June 1988. Operating personnel performed a planned switchover to natural circulation from loops 4 and 6 to loops 1 and 3 on 30 June. Meanwhile, the effectiveness of core cooling by natural circulation decreased sharply for about a 3 hour period. After switching over the natural circulation among the llps, the operating personnel isolated loops 4 and 6 and started to drain them. Nitrogen used to drain the water got into the loops in operation and most of the water was pushed from the SG primary side into the reactor vessel. The operator tried to stop disturbance of natural circulation by starting periodically the make-up pump to the working loops. During this injection the personnel performed venting several times to take away the gas-air mixture from the top of SG headers, Eventually, restoration of natural circulation was achieved by continuous venting of the SG headers.	PWR	Operational	500	1987		1	Natural circulation core cooling	1		?	0.0	0.0
940	1993-01-20	940	940	940	Paluel, France	49.8326648	0.6295384	France	Energy	Plant	PALUEL	2	1	2.0		WE	A periodic test of the steam generator auxiliary feedwater system, combined with the presence of a steam valve which had failed to close fully, brought about a hence overrapid cooling of the reactor coolant system. The operator took immediate action to bring the reactor back to zero power and decided to inhibit the safety injection automatic triggering devices and the steam isolation devices, which he deemed to be useless in the circumstances.	PWR	Operational	1382	1984	Level 2 on the French severity scale due to inhibition of safeguard actions without sufficient justification	1		2		H	0.0	10.0
941	1990-10-01	941	941	941	Paluel, France	49.8326648	0.6295384	France	Energy	Plant	PALUEL	1	2	2.0		WE	An inspector of the regulatory body detected that filters of the water sump on the containment building were not properly installed to prevent safety pumps from sucking debris. This system is expected to (re-)inject cooling water to the reactor core after a major rupture of primary piping. All the 1300 MW(e) reactors are at present being brought into line with accepted standards.	PWR	Operational	1382	1984	Level 2 of the French severity scale not justified - probably due to long-term degradation of a safety function	1		1		T/H	1.0	20.0
942	2003-08-14	942	942	942	Pickering, Canada	43.835765	-79.090576	Canada	Energy	Plant	PICKERING	1,2,3,4,5,6,7,8	?2	2.0			"All eight reactor units at Pickering A and B experienced a total loss of the on-site electric power, caused by a blackout that affected the electric grid supplying the Province of Ontario, Canada, and parts of the US. At the time of the event, Pickering A had units 1, 2 and 3 in the guaranteed shutdown state and unit 4 running at 12% of full power but not synchronized to the grid. Pickering B station had units 5, 6 and 8 operating at full power while unit 7 was heating up as it returned to service from a planned outage.
All operating units were safely shutdown. However, for a period of approximately 5.5 hours, immediately following the blackout, cooling of the reactor units was achieved only by natural circulation. Additionally, the High Pressure Emergency Coolant Injection (HPECI) System (common to all units) which is required to protect the hot-shutdown or operating units against accidents, if certain failures were to occur, was impaired. Units in the guaranteed shutdown state did not require the protection of the HPECI System. Another back-up heat sink, the Shutdown Cooling System, was also unavailable for 3 hours.  At all times, on all units, reactor power was controlled, fuel was adequately cooled and containment was available."	PHWR	Operational;Permanent Shutdown;Permanent Shutdown;Operational;Operational;Operational;Operational;Operational	542;542;542;542;540;540;540;540	1971;1971;1972;1973;1982;1983;1984;1986	INES 2 adequate for units in operation, interesting precursor - event controlled safely	1		3		T	30.0	50.0
943	1996-10-04	943	943	943	Saint John, Canada	45.278752	-66.058044	Canada	Energy	Plant	POINT LEPREAU	Single	2	2.0			The reactor was shutdown on 29-09 to inspect the secondary side of Boiler #3 to determine the cause of level disturbance anomalies. Entry to the affected boiler  into the area of the Emergency Water Supply/Reheater Drains Distribution Header was made on 04-10. During the inspection, it was discovered that the header had severe erosion/corrosion damage. Through wall holes in the header were found at the tee connection, and the sleeve connection at the shroud was displaced and damaged. Consequently, a decision was made to inspect the headers in all boilers and similar damage was found in each boiler. The headers in all boilers were removed and replaced with an erosion/corrosion resistant material. It was subsequently assessed that the boilers were fit for service as no other damage affecting structural integrity was observed. The defective headers were assessed as not being related to the boiler level indication anomalies. Following completion of this work the reactor was returned to operation.	PHWR	Operational	705	1982	INES 2 due to degradation of defense in depth and inadequate surveillance program	1		1		T	0.0	1.0
